Exp. Number,TL type,Layer,Inputs,Length,LR,Epochs,Batch,Source,Target,Data Percent,F1_Score,Accuracy_Score,Train Time
E19_19_1,None,1,12,12,0.001,50,100,PRSA_Data_Aotizhongxin_20130301-20170228,PRSA_Data_Changping_20130301-20170228,1,0.165137615,0.09,6.105113506
